ReservationID,UserID,FacilityID,StartTime,EndTime,Purpose,Status,LastModifiedBy,CancellationReason
R1133,U290,F013,09/22/2025 15:00,09/22/2025 17:00,Student Organization Meeting,Cancelled,U249,Scheduling Conflict
R1134,U126,F035,11/29/2025 14:00,11/29/2025 18:00,Workshop,Confirmed,U003,
R1135,U117,F006,04/07/2025 17:30,04/07/2025 19:30,Student Organization Meeting,Cancelled,U138,Scheduling Conflict
R1136,U202,F029,05/20/2025 17:30,05/20/2025 21:30,Basketball Practice,Completed,U012,
R1137,U158,F026,01/11/2025 17:30,01/11/2025 19:30,Study Group,Confirmed,U038,
R1138,U153,F010,06/05/2025 10:30,06/05/2025 13:30,Team Meeting,Completed,U090,
R1139,U262,F018,12/27/2025 06:30,12/27/2025 09:30,Yoga Session,Confirmed,U020,
R1140,U126,F015,05/08/2025 06:30,05/08/2025 07:30,Team Meeting,Confirmed,U008,
R1141,U245,F019,07/20/2025 14:30,07/20/2025 18:30,Yoga Session,Completed,U183,
R1142,U279,F017,07/31/2025 09:00,07/31/2025 12:00,Workshop,Completed,U097,
R1143,U116,F023,09/14/2025 15:00,09/14/2025 16:00,Volleyball Practice,Completed,U060,
R1144,U046,F003,01/10/2025 07:30,01/10/2025 08:30,Swimming Training,Confirmed,U295,
R1145,U076,F008,01/19/2025 20:00,01/19/2025 23:00,Swimming Training,Confirmed,U002,
R1146,U191,F003,03/18/2025 20:00,03/18/2025 22:00,Tournament,Completed,U056,
R1147,U197,F018,02/06/2025 15:30,02/06/2025 16:30,Conference,Confirmed,U262,
R1148,U132,F007,07/09/2025 19:00,07/09/2025 20:00,Career Fair,Confirmed,U058,
R1149,U251,F033,05/06/2025 20:30,05/07/2025 00:30,Training Session,Confirmed,U025,
R1150,U185,F034,03/18/2025 12:30,03/18/2025 15:30,Dance Rehearsal,Completed,U190,
R1151,U019,F028,04/24/2025 19:30,04/24/2025 21:30,Guest Lecture,Confirmed,U091,
R1152,U074,F008,09/27/2025 15:30,09/27/2025 16:30,Conference,Completed,U230,
R1153,U290,F031,04/07/2025 15:30,04/07/2025 19:30,Study Group,Completed,U095,
R1154,U040,F018,12/04/2025 12:00,12/04/2025 14:00,Training Session,Confirmed,U182,
R1155,U047,F006,05/04/2025 19:00,05/04/2025 23:00,Guest Lecture,Confirmed,U053,
R1156,U085,F003,06/27/2025 18:30,06/27/2025 21:30,Swimming Training,Confirmed,U279,
R1157,U234,F026,05/30/2025 19:00,05/30/2025 21:00,Swimming Training,Completed,U152,
R1158,U092,F029,03/18/2025 07:30,03/18/2025 10:30,Guest Lecture,Confirmed,U129,
R1159,U075,F008,08/19/2025 12:00,08/19/2025 13:00,Swimming Training,Confirmed,U252,
R1160,U088,F001,08/02/2025 19:30,08/02/2025 22:30,Student Organization Meeting,Completed,U268,
R1161,U230,F012,09/19/2025 19:00,09/19/2025 23:00,Career Fair,Completed,U292,
R1162,U154,F006,06/27/2025 17:00,06/27/2025 19:00,Volleyball Practice,Confirmed,U003,
R1163,U025,F004,05/23/2025 16:30,05/23/2025 18:30,Guest Lecture,Confirmed,U160,
R1164,U199,F014,04/05/2025 12:30,04/05/2025 15:30,Training Session,Confirmed,U268,
R1165,U052,F018,12/08/2025 15:00,12/08/2025 19:00,Dance Rehearsal,Confirmed,U201,
R1166,U119,F011,10/04/2025 18:00,10/04/2025 20:00,Conference,Confirmed,U043,
R1167,U140,F011,11/26/2025 15:30,11/26/2025 19:30,Team Meeting,Completed,U082,
R1168,U176,F020,12/21/2025 13:30,12/21/2025 14:30,Yoga Session,Cancelled,U195,Scheduling Conflict
R1169,U152,F032,12/12/2025 07:00,12/12/2025 08:00,Study Group,Completed,U266,
R1170,U295,F035,10/19/2025 18:00,10/19/2025 22:00,Dance Rehearsal,Confirmed,U154,
R1171,U070,F034,01/10/2025 14:00,01/10/2025 16:00,Basketball Practice,Confirmed,U285,
R1172,U024,F020,02/23/2025 12:00,02/23/2025 13:00,Team Meeting,Confirmed,U014,
R1173,U106,F023,06/12/2025 15:00,06/12/2025 18:00,Study Group,Confirmed,U041,
R1174,U283,F020,11/04/2025 08:30,11/04/2025 11:30,Student Organization Meeting,Completed,U069,
R1175,U186,F004,09/18/2025 10:30,09/18/2025 12:30,Conference,Confirmed,U104,
R1176,U239,F003,03/12/2025 13:00,03/12/2025 15:00,Guest Lecture,Cancelled,U127,Scheduling Conflict
R1177,U018,F033,01/20/2025 14:30,01/20/2025 18:30,Workshop,Confirmed,U066,
R1178,U098,F007,05/28/2025 09:00,05/28/2025 10:00,Basketball Practice,Confirmed,U098,
R1179,U241,F018,12/05/2025 18:00,12/05/2025 22:00,Tournament,Confirmed,U002,
R1180,U226,F011,11/15/2025 14:00,11/15/2025 16:00,Team Meeting,Confirmed,U030,
R1181,U288,F025,06/13/2025 15:00,06/13/2025 19:00,Workshop,Confirmed,U146,
R1182,U086,F034,11/21/2025 10:00,11/21/2025 13:00,Study Group,Confirmed,U158,
R1183,U049,F018,12/05/2025 14:00,12/05/2025 15:00,Tournament,Confirmed,U201,
R1184,U263,F024,10/23/2025 20:00,10/23/2025 22:00,Dance Rehearsal,Confirmed,U002,
R1185,U218,F016,07/20/2025 07:00,07/20/2025 09:00,Yoga Session,Confirmed,U131,
R1186,U269,F030,03/22/2025 20:00,03/23/2025 00:00,Training Session,Completed,U071,
R1187,U204,F027,06/27/2025 10:30,06/27/2025 12:30,Student Organization Meeting,Completed,U220,
R1188,U213,F027,09/17/2025 19:00,09/17/2025 23:00,Career Fair,Completed,U191,
R1189,U107,F034,04/29/2025 19:00,04/29/2025 23:00,Basketball Practice,Confirmed,U078,
R1190,U103,F009,09/06/2025 13:30,09/06/2025 16:30,Swimming Training,Completed,U079,
R1191,U246,F010,10/24/2025 11:00,10/24/2025 13:00,Training Session,Confirmed,U151,
R1192,U255,F019,12/04/2025 14:30,12/04/2025 18:30,Fitness Class,Confirmed,U095,
R1193,U051,F023,09/23/2025 13:30,09/23/2025 17:30,Tournament,Cancelled,U015,Scheduling Conflict
R1194,U059,F025,12/13/2025 20:00,12/13/2025 21:00,Yoga Session,Confirmed,U224,
R1195,U181,F028,12/09/2025 18:30,12/09/2025 21:30,Training Session,Confirmed,U079,
R1196,U181,F015,03/30/2025 16:00,03/30/2025 17:00,Basketball Practice,Confirmed,U200,
R1197,U115,F021,02/28/2025 19:00,02/28/2025 22:00,Swimming Training,Confirmed,U013,
R1198,U065,F001,05/14/2025 15:00,05/14/2025 18:00,Tournament,Cancelled,U232,Scheduling Conflict
R1199,U041,F009,11/27/2025 07:30,11/27/2025 10:30,Tournament,Completed,U236,
R1200,U248,F001,04/19/2025 10:30,04/19/2025 13:30,Basketball Practice,Confirmed,U026,
R1201,U115,F001,09/08/2025 07:00,09/08/2025 11:00,Study Group,Confirmed,U231,
R1202,U154,F018,04/07/2025 19:30,04/07/2025 23:30,Workshop,Completed,U201,
R1203,U229,F026,01/19/2025 07:30,01/19/2025 11:30,Career Fair,Confirmed,U255,
R1204,U125,F025,02/01/2025 17:30,02/01/2025 18:30,Conference,Confirmed,U013,
R1205,U004,F031,10/29/2025 20:30,10/29/2025 21:30,Dance Rehearsal,Confirmed,U030,
R1206,U239,F003,10/30/2025 19:00,10/30/2025 21:00,Volleyball Practice,Completed,U039,
R1207,U026,F025,04/18/2025 20:30,04/18/2025 23:30,Yoga Session,Confirmed,U097,
R1208,U211,F010,09/15/2025 08:00,09/15/2025 09:00,Training Session,Confirmed,U272,
R1209,U242,F035,02/01/2025 15:30,02/01/2025 16:30,Career Fair,Confirmed,U005,
R1210,U087,F009,10/07/2025 07:00,10/07/2025 10:00,Training Session,Completed,U287,
R1211,U171,F030,02/07/2025 13:30,02/07/2025 14:30,Student Organization Meeting,Confirmed,U277,
R1212,U122,F020,05/27/2025 17:30,05/27/2025 19:30,Workshop,Confirmed,U119,
R1213,U125,F031,01/10/2025 19:30,01/10/2025 21:30,Training Session,Completed,U107,
R1214,U014,F001,12/18/2025 19:30,12/18/2025 21:30,Conference,Completed,U093,
R1215,U016,F012,01/25/2025 19:00,01/25/2025 22:00,Team Meeting,Confirmed,U078,
R1216,U052,F030,12/14/2025 06:00,12/14/2025 10:00,Fitness Class,Completed,U117,
R1217,U178,F019,03/04/2025 13:30,03/04/2025 17:30,Basketball Practice,Cancelled,U244,Scheduling Conflict
R1218,U244,F034,10/09/2025 08:30,10/09/2025 11:30,Basketball Practice,Completed,U117,
R1219,U171,F006,05/27/2025 11:30,05/27/2025 13:30,Career Fair,Completed,U019,
R1220,U063,F007,04/18/2025 09:30,04/18/2025 11:30,Dance Rehearsal,Cancelled,U052,Scheduling Conflict
R1221,U112,F019,04/27/2025 11:00,04/27/2025 15:00,Swimming Training,Completed,U225,
R1222,U151,F002,05/03/2025 12:00,05/03/2025 16:00,Conference,Confirmed,U192,
R1223,U160,F035,11/27/2025 09:00,11/27/2025 12:00,Basketball Practice,Confirmed,U033,
R1224,U221,F033,12/09/2025 14:30,12/09/2025 16:30,Yoga Session,Cancelled,U048,Scheduling Conflict
R1225,U096,F023,02/13/2025 20:30,02/13/2025 21:30,Team Meeting,Confirmed,U004,
R1226,U020,F010,04/21/2025 06:30,04/21/2025 09:30,Study Group,Cancelled,U188,Scheduling Conflict
R1227,U191,F033,02/03/2025 12:30,02/03/2025 14:30,Student Organization Meeting,Confirmed,U104,
R1228,U161,F026,01/22/2025 11:00,01/22/2025 12:00,Guest Lecture,Confirmed,U064,
R1229,U064,F032,08/08/2025 14:00,08/08/2025 16:00,Career Fair,Confirmed,U025,
R1230,U139,F017,07/26/2025 06:00,07/26/2025 07:00,Conference,Confirmed,U228,
R1231,U241,F018,09/27/2025 12:30,09/27/2025 16:30,Study Group,Confirmed,U072,
R1232,U023,F005,05/30/2025 16:00,05/30/2025 18:00,Fitness Class,Confirmed,U013,
R1233,U057,F018,04/24/2025 16:00,04/24/2025 18:00,Student Organization Meeting,Completed,U245,
R1234,U147,F026,12/05/2025 08:00,12/05/2025 09:00,Workshop,Confirmed,U213,
R1235,U104,F004,12/13/2025 14:00,12/13/2025 18:00,Student Organization Meeting,Confirmed,U237,
R1236,U174,F032,05/08/2025 15:00,05/08/2025 17:00,Volleyball Practice,Confirmed,U246,
R1237,U018,F031,10/17/2025 06:30,10/17/2025 08:30,Student Organization Meeting,Confirmed,U119,
R1238,U001,F027,10/16/2025 14:00,10/16/2025 17:00,Yoga Session,Confirmed,U013,
R1239,U107,F021,01/04/2025 16:00,01/04/2025 19:00,Study Group,Cancelled,U265,Scheduling Conflict
R1240,U028,F023,07/09/2025 13:30,07/09/2025 14:30,Career Fair,Confirmed,U289,
R1241,U070,F012,10/28/2025 10:30,10/28/2025 12:30,Workshop,Confirmed,U111,
R1242,U101,F032,05/31/2025 06:30,05/31/2025 09:30,Team Meeting,Confirmed,U256,
R1243,U206,F004,04/29/2025 11:30,04/29/2025 14:30,Student Organization Meeting,Confirmed,U059,
R1244,U112,F034,12/31/2025 18:30,12/31/2025 22:30,Yoga Session,Completed,U090,
R1245,U056,F012,03/11/2025 07:00,03/11/2025 11:00,Yoga Session,Completed,U215,
R1246,U233,F033,01/13/2025 08:30,01/13/2025 10:30,Tournament,Confirmed,U072,
R1247,U270,F023,12/22/2025 13:00,12/22/2025 15:00,Volleyball Practice,Confirmed,U091,
R1248,U241,F005,06/20/2025 19:30,06/20/2025 23:30,Training Session,Confirmed,U167,
R1249,U179,F023,10/06/2025 16:30,10/06/2025 19:30,Swimming Training,Confirmed,U270,
R1250,U110,F013,08/07/2025 11:30,08/07/2025 15:30,Dance Rehearsal,Completed,U152,
R1251,U031,F021,02/10/2025 16:30,02/10/2025 20:30,Study Group,Completed,U061,
R1252,U270,F034,04/29/2025 20:00,04/29/2025 21:00,Volleyball Practice,Confirmed,U044,
R1253,U211,F014,10/27/2025 16:30,10/27/2025 20:30,Yoga Session,Cancelled,U154,Scheduling Conflict
R1254,U142,F022,09/22/2025 17:00,09/22/2025 20:00,Workshop,Confirmed,U270,
R1255,U061,F032,06/01/2025 14:00,06/01/2025 15:00,Team Meeting,Confirmed,U176,
R1256,U299,F009,03/26/2025 06:00,03/26/2025 07:00,Swimming Training,Cancelled,U250,Scheduling Conflict
R1257,U067,F028,08/12/2025 20:00,08/12/2025 21:00,Guest Lecture,Completed,U041,
R1258,U257,F012,03/24/2025 06:30,03/24/2025 07:30,Career Fair,Completed,U251,
R1259,U267,F035,04/05/2025 17:00,04/05/2025 18:00,Swimming Training,Completed,U284,
R1260,U184,F031,01/24/2025 16:00,01/24/2025 20:00,Tournament,Completed,U101,
R1261,U005,F035,04/16/2025 12:30,04/16/2025 15:30,Basketball Practice,Confirmed,U226,
R1262,U134,F023,12/06/2025 07:30,12/06/2025 08:30,Team Meeting,Cancelled,U268,Scheduling Conflict
R1263,U111,F014,01/04/2025 13:30,01/04/2025 17:30,Volleyball Practice,Confirmed,U221,
R1264,U216,F035,11/24/2025 12:30,11/24/2025 16:30,Study Group,Confirmed,U070,
R1265,U185,F032,03/25/2025 09:30,03/25/2025 12:30,Dance Rehearsal,Completed,U094,
R1266,U176,F015,03/19/2025 14:00,03/19/2025 16:00,Tournament,Confirmed,U016,
R1267,U259,F007,06/01/2025 06:30,06/01/2025 08:30,Basketball Practice,Confirmed,U180,
R1268,U074,F016,08/09/2025 07:00,08/09/2025 08:00,Study Group,Completed,U082,
R1269,U175,F012,02/24/2025 13:30,02/24/2025 15:30,Career Fair,Completed,U174,
R1270,U243,F030,04/09/2025 15:30,04/09/2025 17:30,Tournament,Confirmed,U090,
R1271,U217,F008,01/05/2025 10:30,01/05/2025 11:30,Yoga Session,Confirmed,U172,
R1272,U145,F025,12/21/2025 19:30,12/21/2025 20:30,Yoga Session,Confirmed,U074,
R1273,U271,F027,01/25/2025 11:00,01/25/2025 12:00,Team Meeting,Confirmed,U246,
R1274,U202,F014,09/19/2025 09:00,09/19/2025 10:00,Workshop,Confirmed,U255,
R1275,U261,F016,12/24/2025 09:30,12/24/2025 12:30,Swimming Training,Completed,U236,
R1276,U298,F018,04/17/2025 14:30,04/17/2025 16:30,Basketball Practice,Confirmed,U269,
R1277,U090,F014,05/26/2025 15:00,05/26/2025 19:00,Basketball Practice,Confirmed,U207,
R1278,U149,F020,11/29/2025 12:30,11/29/2025 14:30,Study Group,Completed,U152,
R1279,U006,F017,08/13/2025 14:00,08/13/2025 16:00,Student Organization Meeting,Confirmed,U088,
R1280,U205,F006,04/24/2025 16:00,04/24/2025 18:00,Workshop,Confirmed,U037,
R1281,U224,F011,01/03/2025 17:30,01/03/2025 20:30,Volleyball Practice,Completed,U236,
R1282,U201,F027,06/07/2025 11:30,06/07/2025 14:30,Team Meeting,Confirmed,U105,
R1283,U273,F025,08/01/2025 08:30,08/01/2025 11:30,Basketball Practice,Confirmed,U100,
R1284,U011,F023,10/17/2025 10:30,10/17/2025 14:30,Conference,Confirmed,U059,
R1285,U165,F015,12/23/2025 13:30,12/23/2025 17:30,Workshop,Confirmed,U232,
R1286,U071,F035,05/22/2025 19:30,05/22/2025 23:30,Swimming Training,Confirmed,U225,
R1287,U211,F031,04/19/2025 08:30,04/19/2025 11:30,Yoga Session,Confirmed,U247,
R1288,U077,F004,07/26/2025 08:30,07/26/2025 12:30,Study Group,Confirmed,U188,
R1289,U174,F021,09/01/2025 17:30,09/01/2025 19:30,Student Organization Meeting,Confirmed,U088,
R1290,U057,F025,03/28/2025 09:00,03/28/2025 13:00,Dance Rehearsal,Confirmed,U220,
R1291,U094,F020,08/06/2025 10:30,08/06/2025 14:30,Study Group,Cancelled,U126,Scheduling Conflict
R1292,U246,F003,02/22/2025 16:00,02/22/2025 19:00,Yoga Session,Confirmed,U204,
R1293,U043,F021,01/21/2025 11:00,01/21/2025 13:00,Swimming Training,Confirmed,U134,
R1294,U117,F024,08/18/2025 20:00,08/18/2025 23:00,Student Organization Meeting,Completed,U174,
R1295,U150,F020,10/29/2025 06:00,10/29/2025 08:00,Training Session,Confirmed,U066,
R1296,U090,F028,11/22/2025 12:00,11/22/2025 13:00,Student Organization Meeting,Confirmed,U144,
R1297,U073,F024,01/18/2025 08:00,01/18/2025 11:00,Study Group,Completed,U150,
R1298,U048,F019,07/25/2025 17:30,07/25/2025 19:30,Tournament,Confirmed,U063,
R1299,U044,F009,04/04/2025 16:00,04/04/2025 20:00,Study Group,Completed,U085,
R1300,U296,F011,04/15/2025 07:00,04/15/2025 10:00,Fitness Class,Completed,U293,
R1301,U042,F008,07/27/2025 19:00,07/27/2025 21:00,Student Organization Meeting,Completed,U133,
R1302,U172,F026,03/26/2025 17:00,03/26/2025 20:00,Fitness Class,Confirmed,U084,
R1303,U067,F008,04/20/2025 13:30,04/20/2025 14:30,Workshop,Cancelled,U288,Scheduling Conflict
R1304,U182,F023,05/10/2025 15:30,05/10/2025 17:30,Student Organization Meeting,Confirmed,U049,
R1305,U150,F019,10/25/2025 17:00,10/25/2025 20:00,Volleyball Practice,Completed,U271,
R1306,U062,F029,12/25/2025 12:00,12/25/2025 14:00,Training Session,Completed,U298,
R1307,U276,F008,03/14/2025 08:00,03/14/2025 11:00,Guest Lecture,Confirmed,U181,
R1308,U001,F012,07/23/2025 10:00,07/23/2025 14:00,Workshop,Confirmed,U205,
R1309,U135,F002,06/10/2025 10:00,06/10/2025 13:00,Team Meeting,Completed,U063,
R1310,U278,F035,06/28/2025 12:00,06/28/2025 14:00,Basketball Practice,Confirmed,U278,
R1311,U232,F005,05/11/2025 20:30,05/11/2025 22:30,Dance Rehearsal,Confirmed,U080,
R1312,U008,F029,12/13/2025 10:00,12/13/2025 11:00,Volleyball Practice,Cancelled,U084,Scheduling Conflict
R1313,U285,F017,07/20/2025 08:30,07/20/2025 10:30,Dance Rehearsal,Confirmed,U294,
R1314,U086,F017,07/02/2025 09:30,07/02/2025 11:30,Tournament,Completed,U145,
R1315,U004,F028,01/19/2025 14:30,01/19/2025 15:30,Conference,Cancelled,U077,Scheduling Conflict
R1316,U194,F021,10/30/2025 14:30,10/30/2025 18:30,Workshop,Confirmed,U169,
R1317,U228,F011,08/28/2025 08:00,08/28/2025 12:00,Study Group,Completed,U160,
R1318,U233,F025,12/17/2025 18:30,12/17/2025 19:30,Swimming Training,Confirmed,U192,
R1319,U264,F033,03/10/2025 14:30,03/10/2025 16:30,Yoga Session,Confirmed,U244,
R1320,U098,F033,01/18/2025 19:00,01/18/2025 21:00,Study Group,Confirmed,U051,
R1321,U061,F023,11/24/2025 17:00,11/24/2025 21:00,Training Session,Confirmed,U013,
R1322,U091,F031,11/20/2025 13:30,11/20/2025 14:30,Tournament,Confirmed,U036,
R1323,U185,F019,02/17/2025 13:00,02/17/2025 15:00,Swimming Training,Confirmed,U244,
R1324,U287,F030,12/04/2025 13:30,12/04/2025 16:30,Fitness Class,Confirmed,U092,
R1325,U019,F028,03/12/2025 12:30,03/12/2025 16:30,Guest Lecture,Confirmed,U172,
R1326,U247,F020,06/29/2025 19:30,06/29/2025 20:30,Swimming Training,Completed,U294,
R1327,U226,F016,03/26/2025 10:00,03/26/2025 13:00,Swimming Training,Confirmed,U240,
R1328,U213,F007,03/20/2025 18:30,03/20/2025 19:30,Basketball Practice,Completed,U188,
R1329,U129,F025,02/07/2025 10:30,02/07/2025 13:30,Basketball Practice,Confirmed,U254,
R1330,U183,F010,05/17/2025 17:00,05/17/2025 21:00,Swimming Training,Confirmed,U024,
R1331,U267,F003,11/29/2025 18:00,11/29/2025 21:00,Training Session,Completed,U253,
R1332,U175,F017,08/19/2025 07:00,08/19/2025 08:00,Dance Rehearsal,Completed,U101,
R1333,U219,F024,08/24/2025 19:00,08/24/2025 22:00,Workshop,Confirmed,U046,
R1334,U203,F026,04/02/2025 16:00,04/02/2025 20:00,Dance Rehearsal,Cancelled,U036,Scheduling Conflict
R1335,U023,F032,05/27/2025 13:00,05/27/2025 17:00,Team Meeting,Confirmed,U131,
R1336,U004,F027,08/09/2025 13:00,08/09/2025 17:00,Training Session,Confirmed,U133,
R1337,U249,F009,05/25/2025 06:00,05/25/2025 09:00,Dance Rehearsal,Confirmed,U280,
R1338,U082,F022,11/16/2025 11:00,11/16/2025 13:00,Dance Rehearsal,Cancelled,U176,Scheduling Conflict
R1339,U040,F026,10/25/2025 20:30,10/25/2025 21:30,Training Session,Confirmed,U094,
R1340,U275,F010,09/21/2025 20:30,09/22/2025 00:30,Student Organization Meeting,Confirmed,U041,
R1341,U159,F006,01/02/2025 12:00,01/02/2025 16:00,Tournament,Confirmed,U279,
R1342,U118,F029,07/06/2025 12:30,07/06/2025 13:30,Training Session,Confirmed,U005,
R1343,U028,F017,05/19/2025 11:30,05/19/2025 12:30,Volleyball Practice,Confirmed,U300,
R1344,U274,F033,09/17/2025 12:00,09/17/2025 15:00,Workshop,Completed,U095,
R1345,U074,F008,05/26/2025 16:00,05/26/2025 19:00,Dance Rehearsal,Completed,U037,
R1346,U203,F035,11/27/2025 10:00,11/27/2025 13:00,Team Meeting,Confirmed,U279,
R1347,U188,F003,02/01/2025 17:30,02/01/2025 20:30,Volleyball Practice,Completed,U206,
R1348,U265,F027,03/18/2025 16:00,03/18/2025 17:00,Tournament,Confirmed,U194,
R1349,U030,F009,06/12/2025 11:00,06/12/2025 13:00,Career Fair,Completed,U016,
R1350,U074,F030,11/30/2025 06:00,11/30/2025 07:00,Basketball Practice,Confirmed,U112,
R1351,U284,F019,03/02/2025 20:00,03/02/2025 22:00,Basketball Practice,Confirmed,U257,
R1352,U244,F011,06/09/2025 17:30,06/09/2025 18:30,Study Group,Completed,U089,
R1353,U094,F024,09/25/2025 16:00,09/25/2025 17:00,Workshop,Confirmed,U198,
R1354,U061,F029,10/04/2025 06:00,10/04/2025 07:00,Swimming Training,Confirmed,U003,
R1355,U178,F024,10/26/2025 07:00,10/26/2025 10:00,Yoga Session,Confirmed,U248,
R1356,U243,F031,04/12/2025 12:00,04/12/2025 15:00,Team Meeting,Completed,U061,
R1357,U093,F030,06/05/2025 10:00,06/05/2025 12:00,Conference,Completed,U172,
R1358,U298,F033,07/16/2025 20:00,07/16/2025 23:00,Study Group,Completed,U041,
R1359,U124,F007,03/19/2025 07:00,03/19/2025 08:00,Yoga Session,Confirmed,U143,
R1360,U011,F001,08/15/2025 09:00,08/15/2025 13:00,Guest Lecture,Confirmed,U046,
R1361,U014,F016,07/03/2025 16:00,07/03/2025 18:00,Guest Lecture,Completed,U078,
R1362,U157,F011,12/16/2025 18:30,12/16/2025 19:30,Guest Lecture,Confirmed,U248,
R1363,U094,F010,10/13/2025 09:00,10/13/2025 13:00,Workshop,Confirmed,U256,
R1364,U065,F020,01/09/2025 12:00,01/09/2025 15:00,Yoga Session,Confirmed,U142,
R1365,U061,F013,12/06/2025 15:00,12/06/2025 17:00,Basketball Practice,Completed,U147,
R1366,U024,F016,04/06/2025 11:00,04/06/2025 14:00,Tournament,Completed,U212,
R1367,U153,F005,02/14/2025 15:30,02/14/2025 18:30,Training Session,Completed,U069,
R1368,U273,F010,03/24/2025 08:30,03/24/2025 09:30,Guest Lecture,Confirmed,U109,
R1369,U155,F027,04/14/2025 10:30,04/14/2025 12:30,Fitness Class,Confirmed,U177,
R1370,U144,F009,11/28/2025 10:00,11/28/2025 11:00,Workshop,Completed,U223,
R1371,U084,F018,03/27/2025 13:30,03/27/2025 17:30,Workshop,Confirmed,U042,
R1372,U126,F015,03/18/2025 18:00,03/18/2025 20:00,Fitness Class,Cancelled,U274,Scheduling Conflict
R1373,U065,F020,01/17/2025 09:30,01/17/2025 12:30,Swimming Training,Confirmed,U257,
R1374,U284,F003,07/02/2025 13:30,07/02/2025 17:30,Career Fair,Confirmed,U002,
R1375,U131,F025,06/03/2025 16:30,06/03/2025 20:30,Tournament,Completed,U221,
R1376,U152,F032,05/19/2025 12:00,05/19/2025 15:00,Workshop,Completed,U065,
R1377,U265,F019,12/20/2025 15:30,12/20/2025 16:30,Dance Rehearsal,Confirmed,U028,
R1378,U099,F007,11/26/2025 14:30,11/26/2025 18:30,Study Group,Confirmed,U205,
R1379,U224,F002,05/17/2025 14:00,05/17/2025 17:00,Training Session,Confirmed,U268,
R1380,U015,F010,09/17/2025 07:30,09/17/2025 10:30,Team Meeting,Cancelled,U104,Scheduling Conflict
R1381,U270,F026,10/04/2025 11:30,10/04/2025 15:30,Career Fair,Completed,U252,
R1382,U009,F002,06/26/2025 18:00,06/26/2025 21:00,Guest Lecture,Confirmed,U294,
R1383,U216,F008,08/13/2025 16:30,08/13/2025 20:30,Conference,Cancelled,U225,Scheduling Conflict
R1384,U190,F022,05/22/2025 07:30,05/22/2025 11:30,Training Session,Completed,U215,
R1385,U036,F017,07/08/2025 14:00,07/08/2025 17:00,Training Session,Completed,U129,
R1386,U175,F034,02/16/2025 07:00,02/16/2025 10:00,Dance Rehearsal,Completed,U215,
R1387,U220,F012,12/20/2025 11:30,12/20/2025 13:30,Guest Lecture,Completed,U073,
R1388,U210,F032,07/15/2025 08:30,07/15/2025 12:30,Study Group,Confirmed,U233,
R1389,U127,F014,08/16/2025 08:00,08/16/2025 11:00,Workshop,Confirmed,U240,
R1390,U118,F016,11/21/2025 19:00,11/21/2025 22:00,Dance Rehearsal,Confirmed,U111,
R1391,U278,F021,07/22/2025 15:00,07/22/2025 17:00,Fitness Class,Completed,U261,
R1392,U160,F004,02/23/2025 10:00,02/23/2025 14:00,Guest Lecture,Cancelled,U249,Scheduling Conflict
R1393,U106,F028,07/10/2025 17:00,07/10/2025 20:00,Team Meeting,Completed,U004,
R1394,U095,F005,08/10/2025 12:00,08/10/2025 14:00,Volleyball Practice,Confirmed,U262,
R1395,U090,F023,09/06/2025 08:30,09/06/2025 12:30,Student Organization Meeting,Confirmed,U291,
R1396,U209,F005,03/16/2025 11:00,03/16/2025 13:00,Dance Rehearsal,Completed,U198,
R1397,U196,F021,08/20/2025 17:30,08/20/2025 21:30,Guest Lecture,Confirmed,U047,
R1398,U064,F015,02/23/2025 10:00,02/23/2025 13:00,Student Organization Meeting,Cancelled,U053,Scheduling Conflict
R1399,U001,F025,09/09/2025 20:00,09/09/2025 23:00,Fitness Class,Confirmed,U057,
R1400,U073,F007,06/27/2025 17:00,06/27/2025 18:00,Fitness Class,Confirmed,U175,
R1401,U298,F034,06/12/2025 11:30,06/12/2025 12:30,Study Group,Confirmed,U222,
R1402,U086,F005,05/28/2025 17:00,05/28/2025 19:00,Training Session,Cancelled,U251,Scheduling Conflict
R1403,U089,F014,11/21/2025 12:30,11/21/2025 15:30,Basketball Practice,Completed,U094,
R1404,U224,F035,10/31/2025 11:00,10/31/2025 14:00,Workshop,Completed,U220,
R1405,U149,F012,06/10/2025 18:00,06/10/2025 22:00,Career Fair,Confirmed,U291,
R1406,U025,F015,04/02/2025 09:30,04/02/2025 11:30,Yoga Session,Cancelled,U138,Scheduling Conflict
R1407,U229,F022,02/16/2025 15:00,02/16/2025 16:00,Career Fair,Confirmed,U136,
R1408,U068,F026,11/02/2025 07:00,11/02/2025 09:00,Career Fair,Confirmed,U158,
R1409,U111,F010,02/28/2025 07:00,02/28/2025 10:00,Conference,Confirmed,U129,
R1410,U078,F027,07/24/2025 17:00,07/24/2025 20:00,Guest Lecture,Confirmed,U114,
R1411,U175,F004,12/11/2025 19:30,12/11/2025 21:30,Workshop,Confirmed,U056,
R1412,U107,F017,02/25/2025 07:30,02/25/2025 08:30,Fitness Class,Completed,U181,
R1413,U043,F011,04/26/2025 10:30,04/26/2025 14:30,Team Meeting,Confirmed,U059,
R1414,U034,F007,02/05/2025 09:00,02/05/2025 12:00,Basketball Practice,Confirmed,U279,
R1415,U125,F004,08/30/2025 06:00,08/30/2025 09:00,Basketball Practice,Confirmed,U109,
R1416,U192,F014,08/06/2025 17:30,08/06/2025 18:30,Study Group,Confirmed,U075,
